filename,m,n,k,initial_fitness,fitness,iteration,execution_time(s),num_particles,neighborhood_size,inertia_type,inertia_value,c1,c2,dist_type,selection_type
scpc5.txt,4000,400,200,396,399,100,5.252665996551514,10,,linear,,1.5,1.5,wHD,standard
scpc5.txt,4000,400,200,396,400,157,8.859581232070923,10,,linear,,1.5,1.5,wHD,standard
scpc5.txt,4000,400,200,398,399,100,6.301082611083984,10,,linear,,1.5,2.0,wHD,standard
scpc5.txt,4000,400,200,398,399,300,18.763428211212158,10,,linear,,1.5,2.0,wHD,standard
scpc5.txt,4000,400,200,398,399,500,31.35071301460266,10,,linear,,1.5,2.0,wHD,standard
scpc5.txt,4000,400,200,398,400,514,32.21595358848572,10,,linear,,1.5,2.0,wHD,standard
scpc5.txt,4000,400,200,398,400,5,0.30667972564697266,10,,linear,,2.0,1.5,wHD,standard
scpc5.txt,4000,400,200,399,399,100,6.237233877182007,10,,linear,,2.0,2.0,wHD,standard
scpc5.txt,4000,400,200,399,400,153,9.560685634613037,10,,linear,,2.0,2.0,wHD,standard
scpc5.txt,4000,400,200,398,400,44,2.7295053005218506,10,,linear,,1.5,1.5,wHD,standard
scpc5.txt,4000,400,200,397,400,12,0.7456707954406738,10,,linear,,1.5,2.0,wHD,standard
scpc5.txt,4000,400,200,397,400,1,0.05585074424743652,10,,linear,,2.0,1.5,wHD,standard
scpc5.txt,4000,400,200,396,399,100,6.235144138336182,10,,linear,,2.0,2.0,wHD,standard
scpc5.txt,4000,400,200,396,400,105,6.5485923290252686,10,,linear,,2.0,2.0,wHD,standard
scpc5.txt,4000,400,200,394,400,77,4.876758575439453,10,,linear,,1.5,1.5,wHD,standard
scpc5.txt,4000,400,200,393,399,100,6.228674411773682,10,,linear,,1.5,2.0,wHD,standard
scpc5.txt,4000,400,200,393,399,300,18.787957668304443,10,,linear,,1.5,2.0,wHD,standard
scpc5.txt,4000,400,200,393,400,368,23.031426906585693,10,,linear,,1.5,2.0,wHD,standard
scpc5.txt,4000,400,200,396,400,47,2.923909902572632,10,,linear,,2.0,1.5,wHD,standard
scpc5.txt,4000,400,200,397,400,25,1.5499732494354248,10,,linear,,2.0,2.0,wHD,standard
scpc5.txt,4000,400,200,398,400,39,2.4224367141723633,10,,fixed,0.2,1.5,1.5,wHD,standard
scpc5.txt,4000,400,200,394,400,9,0.5507280826568604,10,,fixed,0.2,1.5,2.0,wHD,standard
scpc5.txt,4000,400,200,396,399,100,6.1914427280426025,10,,fixed,0.2,2.0,1.5,wHD,standard
scpc5.txt,4000,400,200,396,399,300,18.64294195175171,10,,fixed,0.2,2.0,1.5,wHD,standard
scpc5.txt,4000,400,200,396,400,340,21.148385524749756,10,,fixed,0.2,2.0,1.5,wHD,standard
