filename,m,n,k,fitness,iteration,execution_time(s),num_particles,inertia_type,inertia_value,neighborhood_size,c1,c2,dist_type,selection_type
scpb5.txt,3000,300,150,300,1,0.013520479202270508,10,linear,,,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.0170443058013916,10,linear,,,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.0221555233001709,10,linear,,,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.014899969100952148,10,linear,,,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.01906299591064453,10,linear,,,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.015908479690551758,10,linear,,,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.013431549072265625,10,linear,,,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.018374919891357422,10,linear,,,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.0166323184967041,10,linear,,30,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.01760125160217285,10,linear,,30,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.017255783081054688,10,linear,,30,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.015006542205810547,10,linear,,30,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.01514434814453125,10,linear,,30,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.01708245277404785,10,linear,,30,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015488862991333008,10,linear,,30,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.02498936653137207,10,linear,,30,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015203714370727539,10,linear,,,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.02983999252319336,10,linear,,,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.024946928024291992,10,linear,,,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.019719362258911133,10,linear,,,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.01708388328552246,10,linear,,,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.017588376998901367,10,linear,,,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015838146209716797,10,linear,,,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.015495777130126953,10,linear,,,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.024002790451049805,10,linear,,30,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.01613783836364746,10,linear,,30,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.02041316032409668,10,linear,,30,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.01657891273498535,10,linear,,30,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.019478559494018555,10,linear,,30,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.014430999755859375,10,linear,,30,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.02172708511352539,10,linear,,30,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.02087092399597168,10,linear,,30,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.01701498031616211,10,linear,,,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.014251708984375,10,linear,,,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015972375869750977,10,linear,,,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.014890432357788086,10,linear,,,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015361785888671875,10,linear,,,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.016590356826782227,10,linear,,,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.019699573516845703,10,linear,,,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.01563572883605957,10,linear,,,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.01671576499938965,10,linear,,30,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.015984535217285156,10,linear,,30,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.01807260513305664,10,linear,,30,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.016657114028930664,10,linear,,30,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.020852327346801758,10,linear,,30,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.015045404434204102,10,linear,,30,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015038251876831055,10,linear,,30,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.0196835994720459,10,linear,,30,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.01478886604309082,10,fixed,0.2,,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.014806509017944336,10,fixed,0.2,,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.022068500518798828,10,fixed,0.2,,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.015047073364257812,10,fixed,0.2,,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.019298076629638672,10,fixed,0.2,,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.014516830444335938,10,fixed,0.2,,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.016513586044311523,10,fixed,0.2,,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.016241073608398438,10,fixed,0.2,,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.019063234329223633,10,fixed,0.2,30,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.016116857528686523,10,fixed,0.2,30,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.017815351486206055,10,fixed,0.2,30,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.016142606735229492,10,fixed,0.2,30,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.012536048889160156,10,fixed,0.2,30,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.016251564025878906,10,fixed,0.2,30,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.01648426055908203,10,fixed,0.2,30,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.02253127098083496,10,fixed,0.2,30,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015394926071166992,10,fixed,0.5,,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.02138686180114746,10,fixed,0.5,,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.017592668533325195,10,fixed,0.5,,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.01630568504333496,10,fixed,0.5,,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.01540517807006836,10,fixed,0.5,,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.020586490631103516,10,fixed,0.5,,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015508890151977539,10,fixed,0.5,,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.019505977630615234,10,fixed,0.5,,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015964746475219727,10,fixed,0.5,30,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.016325712203979492,10,fixed,0.5,30,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015706300735473633,10,fixed,0.5,30,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.0162050724029541,10,fixed,0.5,30,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.014905214309692383,10,fixed,0.5,30,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.012171030044555664,10,fixed,0.5,30,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.0229189395904541,10,fixed,0.5,30,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.01566171646118164,10,fixed,0.5,30,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.014447927474975586,10,fixed,0.7,,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.018757104873657227,10,fixed,0.7,,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.01666092872619629,10,fixed,0.7,,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.016538619995117188,10,fixed,0.7,,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.016786575317382812,10,fixed,0.7,,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.01829671859741211,10,fixed,0.7,,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.016514301300048828,10,fixed,0.7,,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.023174524307250977,10,fixed,0.7,,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.016131162643432617,10,fixed,0.7,30,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.018263578414916992,10,fixed,0.7,30,1.5,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.016060829162597656,10,fixed,0.7,30,1.5,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.017348289489746094,10,fixed,0.7,30,1.5,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015475988388061523,10,fixed,0.7,30,2.0,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.018602609634399414,10,fixed,0.7,30,2.0,1.5,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.015774011611938477,10,fixed,0.7,30,2.0,2.0,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.016754627227783203,10,fixed,0.7,30,2.0,2.0,HD,stochastic
scpb5.txt,3000,300,150,300,1,0.04133725166320801,30,linear,,,1.5,1.5,bit-wise,stochastic
scpb5.txt,3000,300,150,300,1,0.03569793701171875,30,linear,,,1.5,1.5,HD,stochastic
