filename,m,n,k,initial_fitness,fitness,iteration,execution_time(s),num_particles,neighborhood_size,inertia_type,inertia_value,c1,c2,dist_type,selection_type
scpb5.txt,3000,300,150,300,300,1,0.025025129318237305,10,,linear,,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.025254011154174805,10,,linear,,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.023689746856689453,10,,linear,,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.02317190170288086,10,,linear,,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.023824691772460938,10,,linear,,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.02397441864013672,10,,linear,,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.01281285285949707,10,,linear,,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.012965917587280273,10,,linear,,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013219833374023438,10,,linear,,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013211965560913086,10,,linear,,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013452529907226562,10,,linear,,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013487815856933594,10,,linear,,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014338970184326172,10,,fixed,0.2,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.01472163200378418,10,,fixed,0.2,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.015377044677734375,10,,fixed,0.2,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.015178680419921875,10,,fixed,0.2,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.01616811752319336,10,,fixed,0.5,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.016029834747314453,10,,fixed,0.5,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.018012046813964844,10,,fixed,0.5,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014735698699951172,10,,fixed,0.5,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.01854538917541504,10,,fixed,0.7,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.01418447494506836,10,,fixed,0.7,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013845205307006836,10,,fixed,0.7,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014575481414794922,10,,fixed,0.7,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013672113418579102,10,30,linear,,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.01370692253112793,10,30,linear,,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013691902160644531,10,30,linear,,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014036178588867188,10,30,linear,,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014827728271484375,10,30,linear,,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014901399612426758,10,30,linear,,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014688491821289062,10,30,linear,,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014937400817871094,10,30,linear,,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014439105987548828,10,30,linear,,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014814376831054688,10,30,linear,,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014586448669433594,10,30,linear,,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.01428842544555664,10,30,linear,,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013969898223876953,10,30,fixed,0.2,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013341426849365234,10,30,fixed,0.2,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.014342784881591797,10,30,fixed,0.2,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.019855022430419922,10,30,fixed,0.2,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013652801513671875,10,30,fixed,0.5,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013484716415405273,10,30,fixed,0.5,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.01404118537902832,10,30,fixed,0.5,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.016766071319580078,10,30,fixed,0.5,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.017360448837280273,10,30,fixed,0.7,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013975858688354492,10,30,fixed,0.7,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.01360774040222168,10,30,fixed,0.7,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.013725996017456055,10,30,fixed,0.7,2.0,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.0419766902923584,30,,linear,,1.5,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.04259824752807617,30,,linear,,1.5,2.0,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.04228568077087402,30,,linear,,2.0,1.5,wHD,stochastic
scpb5.txt,3000,300,150,300,300,1,0.04614996910095215,30,,linear,,2.0,2.0,wHD,stochastic
