filename,m,n,k,fitness,iteration,execution_time(s),num_particles,inertia_type,inertia_value,neighborhood_size,c1,c2,dist_type,selection_type
scp410.txt,1000,200,50,145,100,0.47823047637939453,10,linear,,,1.5,1.5,bit-wise,stochastic
scp410.txt,1000,200,50,145,300,1.4454655647277832,10,linear,,,1.5,1.5,bit-wise,stochastic
scp410.txt,1000,200,50,145,500,2.367201566696167,10,linear,,,1.5,1.5,bit-wise,stochastic
scp410.txt,1000,200,50,147,700,3.551582098007202,10,linear,,,1.5,1.5,bit-wise,stochastic
scp410.txt,1000,200,50,147,1000,4.952032089233398,10,linear,,,1.5,1.5,bit-wise,stochastic
scp410.txt,1000,200,50,145,100,0.5601980686187744,10,linear,,,1.5,1.5,HD,stochastic
scp410.txt,1000,200,50,146,300,1.5875391960144043,10,linear,,,1.5,1.5,HD,stochastic
scp410.txt,1000,200,50,146,500,2.541971206665039,10,linear,,,1.5,1.5,HD,stochastic
scp410.txt,1000,200,50,149,700,3.481818914413452,10,linear,,,1.5,1.5,HD,stochastic
scp410.txt,1000,200,50,149,1000,5.585951566696167,10,linear,,,1.5,1.5,HD,stochastic
scp410.txt,1000,200,50,145,100,0.6013176441192627,10,linear,,,1.5,2.0,bit-wise,stochastic
scp410.txt,1000,200,50,146,300,1.5963282585144043,10,linear,,,1.5,2.0,bit-wise,stochastic
scp410.txt,1000,200,50,149,500,2.6124191284179688,10,linear,,,1.5,2.0,bit-wise,stochastic
scp410.txt,1000,200,50,149,700,3.5598196983337402,10,linear,,,1.5,2.0,bit-wise,stochastic
scp410.txt,1000,200,50,149,1000,4.9788899421691895,10,linear,,,1.5,2.0,bit-wise,stochastic
scp410.txt,1000,200,50,145,100,0.563011646270752,10,linear,,,1.5,2.0,HD,stochastic
scp410.txt,1000,200,50,145,300,1.7153418064117432,10,linear,,,1.5,2.0,HD,stochastic
scp410.txt,1000,200,50,147,500,2.718395471572876,10,linear,,,1.5,2.0,HD,stochastic
scp410.txt,1000,200,50,150,700,3.669877290725708,10,linear,,,1.5,2.0,HD,stochastic
scp410.txt,1000,200,50,150,1000,5.115495204925537,10,linear,,,1.5,2.0,HD,stochastic
scp410.txt,1000,200,50,146,100,0.5240051746368408,10,linear,,,2.0,1.5,bit-wise,stochastic
scp410.txt,1000,200,50,147,300,1.6648662090301514,10,linear,,,2.0,1.5,bit-wise,stochastic
scp410.txt,1000,200,50,147,500,2.6317992210388184,10,linear,,,2.0,1.5,bit-wise,stochastic
scp410.txt,1000,200,50,147,700,3.528879165649414,10,linear,,,2.0,1.5,bit-wise,stochastic
scp410.txt,1000,200,50,151,1000,3199.5632083415985,10,linear,,,2.0,1.5,bit-wise,stochastic
scp410.txt,1000,200,50,143,100,1.894092321395874,10,linear,,,2.0,1.5,HD,stochastic
