filename,m,n,k,fitness,iteration,execution_time(s),num_particles,inertia_type,inertia_value,neighborhood_size,c1,c2,dist_type,selection_type
scp49.txt,1000,200,50,147,100,0.4780454635620117,10,linear,,,1.5,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,147,300,2.136732816696167,10,linear,,,1.5,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,150,500,3.8987879753112793,10,linear,,,1.5,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,150,700,4.9703474044799805,10,linear,,,1.5,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,150,1000,6.495774984359741,10,linear,,,1.5,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,146,100,0.6832656860351562,10,linear,,,1.5,1.5,HD,stochastic
scp49.txt,1000,200,50,146,300,1.6357223987579346,10,linear,,,1.5,1.5,HD,stochastic
scp49.txt,1000,200,50,148,500,2.6826021671295166,10,linear,,,1.5,1.5,HD,stochastic
scp49.txt,1000,200,50,148,700,3.716329574584961,10,linear,,,1.5,1.5,HD,stochastic
scp49.txt,1000,200,50,151,1000,5.256525993347168,10,linear,,,1.5,1.5,HD,stochastic
scp49.txt,1000,200,50,145,100,0.5449786186218262,10,linear,,,1.5,2.0,bit-wise,stochastic
scp49.txt,1000,200,50,146,300,1.5370173454284668,10,linear,,,1.5,2.0,bit-wise,stochastic
scp49.txt,1000,200,50,148,500,2.512910842895508,10,linear,,,1.5,2.0,bit-wise,stochastic
scp49.txt,1000,200,50,148,700,3.7502622604370117,10,linear,,,1.5,2.0,bit-wise,stochastic
scp49.txt,1000,200,50,148,1000,5.41744065284729,10,linear,,,1.5,2.0,bit-wise,stochastic
scp49.txt,1000,200,50,145,100,0.614018440246582,10,linear,,,1.5,2.0,HD,stochastic
scp49.txt,1000,200,50,147,300,1.796816349029541,10,linear,,,1.5,2.0,HD,stochastic
scp49.txt,1000,200,50,147,500,2.9119186401367188,10,linear,,,1.5,2.0,HD,stochastic
scp49.txt,1000,200,50,148,700,3.9423396587371826,10,linear,,,1.5,2.0,HD,stochastic
scp49.txt,1000,200,50,148,1000,5.471043348312378,10,linear,,,1.5,2.0,HD,stochastic
scp49.txt,1000,200,50,144,100,0.5747706890106201,10,linear,,,2.0,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,144,300,1.6546759605407715,10,linear,,,2.0,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,146,500,2.7003839015960693,10,linear,,,2.0,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,146,700,3.59248948097229,10,linear,,,2.0,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,146,1000,5.141454219818115,10,linear,,,2.0,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,148,100,0.7286193370819092,10,linear,,,2.0,1.5,HD,stochastic
scp49.txt,1000,200,50,148,300,1.9749987125396729,10,linear,,,2.0,1.5,HD,stochastic
scp49.txt,1000,200,50,148,500,3.074986457824707,10,linear,,,2.0,1.5,HD,stochastic
scp49.txt,1000,200,50,150,700,4.080191373825073,10,linear,,,2.0,1.5,HD,stochastic
scp49.txt,1000,200,50,150,1000,5.521934747695923,10,linear,,,2.0,1.5,HD,stochastic
scp49.txt,1000,200,50,147,100,0.5544257164001465,10,linear,,,2.0,2.0,bit-wise,stochastic
scp49.txt,1000,200,50,147,300,1.6289722919464111,10,linear,,,2.0,2.0,bit-wise,stochastic
scp49.txt,1000,200,50,147,500,2.60780668258667,10,linear,,,2.0,2.0,bit-wise,stochastic
scp49.txt,1000,200,50,153,700,3.569121837615967,10,linear,,,2.0,2.0,bit-wise,stochastic
scp49.txt,1000,200,50,153,1000,5.0308332443237305,10,linear,,,2.0,2.0,bit-wise,stochastic
scp49.txt,1000,200,50,145,100,0.6246941089630127,10,linear,,,2.0,2.0,HD,stochastic
scp49.txt,1000,200,50,146,300,1.7762486934661865,10,linear,,,2.0,2.0,HD,stochastic
scp49.txt,1000,200,50,146,500,2.811441421508789,10,linear,,,2.0,2.0,HD,stochastic
scp49.txt,1000,200,50,148,700,3.725175619125366,10,linear,,,2.0,2.0,HD,stochastic
scp49.txt,1000,200,50,148,1000,5.481556177139282,10,linear,,,2.0,2.0,HD,stochastic
scp49.txt,1000,200,50,147,100,1.016894817352295,10,linear,,30,1.5,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,147,300,2.1282689571380615,10,linear,,30,1.5,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,148,500,3.1943862438201904,10,linear,,30,1.5,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,148,700,4.135296821594238,10,linear,,30,1.5,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,148,1000,5.611322641372681,10,linear,,30,1.5,1.5,bit-wise,stochastic
scp49.txt,1000,200,50,145,100,0.6194255352020264,10,linear,,30,1.5,1.5,HD,stochastic
