filename,m,n,k,fitness,execution_time(s),num_particles,neighborhood_size,inertia_type,inertia_value,c1,c2,mutate,mutation_rate,dist_type,selection_type
scp41.txt,1000,200,50,159,44.333197355270386,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp42.txt,1000,200,50,157,45.50068426132202,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp43.txt,1000,200,50,153,45.609904050827026,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp44.txt,1000,200,50,155,55.276132583618164,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp45.txt,1000,200,50,156,54.74858593940735,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
