filename,m,n,k,fitness,iteration,execution_time(s),num_particles,inertia_type,inertia_value,neighborhood_size,c1,c2,dist_type,selection_type
scp48.txt,1000,200,50,152,100,0.5701205730438232,10,linear,,,1.5,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,152,300,1.5052452087402344,10,linear,,,1.5,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,152,500,2.509699583053589,10,linear,,,1.5,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,152,700,3.9366819858551025,10,linear,,,1.5,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,152,1000,5.529505252838135,10,linear,,,1.5,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,146,100,0.5264856815338135,10,linear,,,1.5,1.5,HD,stochastic
scp48.txt,1000,200,50,148,300,1.502713918685913,10,linear,,,1.5,1.5,HD,stochastic
scp48.txt,1000,200,50,148,500,2.4333035945892334,10,linear,,,1.5,1.5,HD,stochastic
scp48.txt,1000,200,50,148,700,3.3379948139190674,10,linear,,,1.5,1.5,HD,stochastic
scp48.txt,1000,200,50,149,1000,4.93412184715271,10,linear,,,1.5,1.5,HD,stochastic
scp48.txt,1000,200,50,148,100,0.582341194152832,10,linear,,,1.5,2.0,bit-wise,stochastic
scp48.txt,1000,200,50,153,300,1.7093212604522705,10,linear,,,1.5,2.0,bit-wise,stochastic
scp48.txt,1000,200,50,153,500,2.7864186763763428,10,linear,,,1.5,2.0,bit-wise,stochastic
scp48.txt,1000,200,50,153,700,3.8674261569976807,10,linear,,,1.5,2.0,bit-wise,stochastic
scp48.txt,1000,200,50,153,1000,5.918419599533081,10,linear,,,1.5,2.0,bit-wise,stochastic
scp48.txt,1000,200,50,146,100,0.7499430179595947,10,linear,,,1.5,2.0,HD,stochastic
scp48.txt,1000,200,50,162,300,2.552611827850342,10,linear,,,1.5,2.0,HD,stochastic
scp48.txt,1000,200,50,162,500,4.840276002883911,10,linear,,,1.5,2.0,HD,stochastic
scp48.txt,1000,200,50,162,700,7.057650804519653,10,linear,,,1.5,2.0,HD,stochastic
scp48.txt,1000,200,50,162,1000,8.844469547271729,10,linear,,,1.5,2.0,HD,stochastic
scp48.txt,1000,200,50,150,100,0.6068828105926514,10,linear,,,2.0,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,150,300,1.7635562419891357,10,linear,,,2.0,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,150,500,2.8511736392974854,10,linear,,,2.0,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,150,700,3.948831081390381,10,linear,,,2.0,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,151,1000,5.719689607620239,10,linear,,,2.0,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,148,100,0.5499145984649658,10,linear,,,2.0,1.5,HD,stochastic
scp48.txt,1000,200,50,150,300,1.6676313877105713,10,linear,,,2.0,1.5,HD,stochastic
scp48.txt,1000,200,50,150,500,2.5809292793273926,10,linear,,,2.0,1.5,HD,stochastic
scp48.txt,1000,200,50,150,700,3.5649824142456055,10,linear,,,2.0,1.5,HD,stochastic
scp48.txt,1000,200,50,150,1000,5.231702089309692,10,linear,,,2.0,1.5,HD,stochastic
scp48.txt,1000,200,50,146,100,0.5752170085906982,10,linear,,,2.0,2.0,bit-wise,stochastic
scp48.txt,1000,200,50,148,300,1.5464484691619873,10,linear,,,2.0,2.0,bit-wise,stochastic
scp48.txt,1000,200,50,148,500,2.5794882774353027,10,linear,,,2.0,2.0,bit-wise,stochastic
scp48.txt,1000,200,50,150,700,4.620623826980591,10,linear,,,2.0,2.0,bit-wise,stochastic
scp48.txt,1000,200,50,152,1000,6.27675199508667,10,linear,,,2.0,2.0,bit-wise,stochastic
scp48.txt,1000,200,50,146,100,0.6836695671081543,10,linear,,,2.0,2.0,HD,stochastic
scp48.txt,1000,200,50,152,300,1.9443392753601074,10,linear,,,2.0,2.0,HD,stochastic
scp48.txt,1000,200,50,152,500,3.3707640171051025,10,linear,,,2.0,2.0,HD,stochastic
scp48.txt,1000,200,50,152,700,4.37213921546936,10,linear,,,2.0,2.0,HD,stochastic
scp48.txt,1000,200,50,152,1000,6.177705764770508,10,linear,,,2.0,2.0,HD,stochastic
scp48.txt,1000,200,50,146,100,0.4879305362701416,10,linear,,30,1.5,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,146,300,1.4817357063293457,10,linear,,30,1.5,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,148,500,2.4006145000457764,10,linear,,30,1.5,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,148,700,3.374540328979492,10,linear,,30,1.5,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,148,1000,4.774319648742676,10,linear,,30,1.5,1.5,bit-wise,stochastic
scp48.txt,1000,200,50,146,100,0.6925358772277832,10,linear,,30,1.5,1.5,HD,stochastic
scp48.txt,1000,200,50,152,300,2.293159246444702,10,linear,,30,1.5,1.5,HD,stochastic
