filename,m,n,k,initial_fitness,fitness,iteration,execution_time(s),num_particles,neighborhood_size,inertia_type,inertia_value,c1,c2,mutate,mutation_rate,dist_type,selection_type
scp48.txt,1000,200,50,146,155,300,21.874468088150024,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp48.txt,1000,200,50,146,155,500,34.16496229171753,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp48.txt,1000,200,50,146,155,700,46.4222629070282,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp48.txt,1000,200,50,146,155,1000,64.96937036514282,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp49.txt,1000,200,50,142,151,100,4.624960422515869,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp49.txt,1000,200,50,142,151,300,15.76873016357422,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp49.txt,1000,200,50,142,151,500,27.41344237327576,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp49.txt,1000,200,50,142,151,700,39.48918867111206,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp49.txt,1000,200,50,142,154,1000,59.21216011047363,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp49.txt,1000,200,50,139,149,100,6.382200717926025,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp49.txt,1000,200,50,139,149,300,19.94744610786438,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp49.txt,1000,200,50,139,151,500,32.84341764450073,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp49.txt,1000,200,50,139,155,700,46.33229088783264,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp49.txt,1000,200,50,139,155,1000,65.76161503791809,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp49.txt,1000,200,50,141,150,100,6.3194968700408936,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp49.txt,1000,200,50,141,150,300,19.32620000839233,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp49.txt,1000,200,50,141,151,500,32.44841718673706,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp49.txt,1000,200,50,141,151,700,45.74185061454773,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp49.txt,1000,200,50,141,152,1000,65.05463767051697,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp49.txt,1000,200,50,143,152,100,7.2166688442230225,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp49.txt,1000,200,50,143,152,300,21.897552967071533,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp49.txt,1000,200,50,143,152,500,34.27593684196472,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp49.txt,1000,200,50,143,152,700,46.5478138923645,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp49.txt,1000,200,50,143,155,1000,65.17925310134888,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp410.txt,1000,200,50,141,148,100,3.914946794509888,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp410.txt,1000,200,50,141,149,300,12.019331455230711,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp410.txt,1000,200,50,141,152,500,20.401010513305664,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp410.txt,1000,200,50,141,152,700,28.94603109359741,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp410.txt,1000,200,50,141,152,1000,41.87263751029968,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
